01234567  0 
52170463 72150463 14 
67120453 76120453 14 
16720453 76120453 14 
26740153 26140753 14 
17632540 12637540 14 
12630547 12637540 14 
12576340 12536740 14 
32756140 32156740 14 
32156047 32156740 14 
37146520 32146570 14 
32146507 32146570 14 
47126530 74126530 14 
24756130 24156730 14 
24156037 24156730 14 
61732540 61237540 14 
64271530 64231570 14 
37241560 36241570 14 
67521340 76521340 14 
56721340 76521340 14 
27541360 26541370 14 
60732145 60237145 14 
64230157 64230175 14 
37240165 36240175 14 
02736145 72036145 14 
24036157 24036175 14 
26075341 26035741 14 
27035164 26035174 14 
26075134 26035174 14 
60125347 60127345 14 
64170325 64120375 14 
64120357 64120375 14 
17026345 16027345 14 
16025347 16027345 14 
16370245 16320745 14 
42170365 72140365 14 
27146350 26147350 14 
26741350 26147350 14 
42035167 42037165 14 
42130567 42130765 14 
37460125 32460175 14 
32460157 32460175 14 
67420135 76420135 14 
26710435 26410735 14 
26410537 26410735 14 
27436150 26437150 14 
26734150 26437150 14 
26470351 26430751 14 
42735106 72435106 14 
32475106 72435106 14 
25734106 25437106 14 
25436107 25437106 14 
07425136 70425136 14 
20715436 20415736 14 
47021365 74021365 14 
24071365 74021365 14 
04321567 04321765 14 
07125346 04125376 14 
04175326 04125376 14 
67104325 76104325 14 
06734125 06134725 14 
07126354 06127354 14 
16470325 16420375 14 
16420357 16420375 14 
10725463 10425763 14 
10475263 10425763 14 
17462305 12467305 14 
12465307 12467305 14 
62734105 62134705 14 
62134507 62134705 14 
24371605 24361705 14 
24765103 24165703 14 
24175603 24165703 14 
27165340 24165370 14 
24175360 24165370 14 
27460153 20467153 14 
20463157 20467153 14 
07124653 70124653 14 
10724653 70124653 14 
10472536 10432576 14 
10432567 10432576 14 
12736405 12436705 14 
17436520 12436570 14 
12476530 12436570 14 
12735604 12537604 14 
17534620 12534670 14 
12574630 12534670 14 
27354106 72354106 14 
32751604 32157604 14 
37154620 32154670 14 
32174650 32154670 14 
34701526 34107526 14 
34106527 34107526 14 
34201567 34201576 14 
54721306 74521306 14 
27634105 24637105 14 
14726305 74126305 14 
24071536 74021536 14 
07126543 04126573 14 
04176523 04126573 14 
03754126 03154726 14 
03154627 03154726 14 
10534267 10534276 14 
10725634 10527634 14 
57234106 50234176 14 
50234167 50234176 14 
42750136 72450136 14 
52470136 72450136 14 
23470156 23450176 14 
12754603 72154603 14 
52174603 72154603 14 
24751603 24157603 14 
24153607 24157603 14 
17305264 71305264 14 
31705264 71305264 14 
01375426 01325476 14 
61705324 61507324 14 
61504327 61507324 14 
57106324 56107324 14 
56104327 56107324 14 
56371024 56301724 14 
67025341 76025341 14 
06375241 06325741 14 
06325147 06325741 14 
67021543 76021543 14 
26071543 76021543 14 
06123547 06127543 14 
67501243 76501243 14 
15320467 15320764 14 
25730164 25130764 14 
25130467 25130764 14 
67150324 76150324 14 
56730124 56130724 14 
57126340 56127340 14 
56720143 56120743 14 
56170243 56120743 14 
57420163 50427163 14 
50423167 50427163 14 
57164203 50164273 14 
25174306 75124306 14 
54126307 54127306 14 
07154326 70154326 14 
10754326 70154326 14 
50734126 50134726 14 
50134627 50134726 14 
35720461 75320461 14 
25370461 75320461 14 
56370421 56320471 14 
56320417 56320471 14 
07523461 70523461 14 
20573461 70523461 14 
35721406 75321406 14 
25371406 75321406 14 
51723406 51327406 14 
51326407 51327406 14 
07351426 70351426 14 
50741326 50341726 14 
50341627 50341726 14 
15762304 75162304 14 
52764103 52164703 14 
57164320 52164370 14 
52174360 52164370 14 
57301624 52301674 14 
52301647 52301674 14 
52763401 52367401 14 
57361420 52361470 14 
32671504 72631504 14 
62735401 62537401 14 
67531420 62531470 14 
62571430 62531470 14 
62701543 62501743 14 
62571043 62501743 14 
61735204 61235704 14 
61235407 61235704 14 
17325604 71325604 14 
31725604 71325604 14 
21763405 21367405 14 
27365410 21365470 14 
52764310 72564310 14 
62574310 72564310 14 
52061347 52067341 14 
52370641 52360741 14 
67540321 62540371 14 
62540317 62540371 14 
47520361 74520361 14 
54720361 74520361 14 
24530167 24530761 14 
24760513 24560713 14 
24570613 24560713 14 
07325641 70325641 14 
30725641 70325641 14 
27345601 20345671 14 
20345617 20345671 14 
20763145 20367145 14 
27365104 20365174 14 
67241503 60241573 14 
60241537 60241573 14 
62170543 72160543 14 
24170563 24160573 14 
24160537 24160573 14 
20173645 20163745 14 
01725643 01527643 14 
01523647 01527643 14 
57120643 50127643 14 
50123647 50127643 14 
50671243 50621743 14 
50621347 50621743 14 
52741603 72541603 14 
21745603 21547603 14 
21543607 21547603 14 
35072461 75032461 14 
52071364 52031764 14 
57031426 52031476 14 
27450361 72450361 14 
42750361 72450361 14 
57460321 52460371 14 
52460317 52460371 14 
57432160 52437160 14 
52734160 52437160 14 
57430126 52430176 14 
27340561 72340561 14 
42370561 72340561 14 
37542160 32547160 14 
32745160 32547160 14 
37540126 32540176 14 
53760421 73560421 14 
63570421 73560421 14 
60725431 60527431 14 
63520417 63520471 14 
56470231 56420731 14 
56420137 56420731 14 
27546130 26547130 14 
26745130 26547130 14 
27540163 26540173 14 
26570143 26540173 14 
52736410 72536410 14 
32576410 72536410 14 
67235410 76235410 14 
36275410 76235410 14 
26034517 26037514 14 
67520314 76520314 14 
56720314 76520314 14 
05432167 05432761 14 
06245137 06245731 14 
06735214 06235714 14 
07345261 70345261 14 
40375261 70345261 14 
30742165 30247165 14 
37245106 30245176 14 
30275146 30245176 14 
63275401 73265401 14 
35762401 35267401 14 
35261407 35267401 14 
05724361 05427361 14 
40521367 40527361 14 
40325167 40325761 14 
15732406 75132406 14 
35172406 75132406 14 
52736104 52136704 14 
52176304 52136704 14 
57136420 52136470 14 
42751306 72451306 14 
57401326 52401376 14 
52401367 52401376 14 
57431620 52431670 14 
52471630 52431670 14 
27341506 72341506 14 
32745601 32547601 14 
37541620 32541670 14 
53701426 73501426 14 
31506427 31507426 14 
37502461 32507461 14 
32705461 32507461 14 
10275436 10235476 14 
10235467 10235476 14 
31745206 31245706 14 
37205416 31205476 14 
31205467 31205476 14 
21634507 21637504 14 
17526304 71526304 14 
51726304 71526304 14 
21746530 21546730 14 
21546037 21546730 14 
03741526 03541726 14 
03725461 03527461 14 
25170436 75120436 14 
57126403 50126473 14 
50176423 50126473 14 
42170536 72140536 14 
23170546 23140576 14 
23140567 23140576 14 
20746135 20146735 14 
27146503 20146573 14 
20176543 20146573 14 
52740631 72540631 14 
23540617 23540671 14 
07245631 70245631 14 
20645137 20645731 14 
51023467 51023764 14 
57063214 51063274 14 
51063247 51063274 14 
61703254 61307254 14 
65301247 65301274 14 
26071354 76021354 14 
07326451 06327451 14 
06723451 06327451 14 
56073241 76053241 14 
07156342 06157342 14 
67301542 76301542 14 
36701542 76301542 14 
06341527 06341572 14 
35164207 35167204 14 
65721304 65321704 14 
65321407 65321704 14 
17563204 71563204 14 
61573204 71563204 14 
51263407 51263704 14 
51764302 51364702 14 
51374602 51364702 14 
57364210 51364270 14 
65370241 75360241 14 
54370261 54360271 14 
54360217 54360271 14 
60573241 70563241 14 
50263147 50263741 14 
30751642 70351642 14 
57341602 50341672 14 
17253460 13257460 14 
13270456 13250476 14 
37520164 73520164 14 
57023164 53027164 14 
53024167 53027164 14 
57123460 53127460 14 
53721460 53127460 14 
57163240 53167240 14 
53761240 53167240 14 
53760142 53160742 14 
53170642 53160742 14 
67320154 76320154 14 
37026154 36027154 14 
37126450 36127450 14 
13756240 73156240 14 
53176240 73156240 14 
34176250 34156270 14 
67351240 76351240 14 
56371240 76351240 14 
67350142 76350142 14 
56370142 76350142 14 
04753162 04357162 14 
06354127 06354172 14 
57364102 50364172 14 
50364127 50364172 14 
43750162 73450162 14 
53470162 73450162 14 
36470152 36450172 14 
36450127 36450172 14 
13764502 73164502 14 
63174502 73164502 14 
34761502 34167502 14 
47351206 74351206 14 
54371206 74351206 14 
34756102 34156702 14 
34176502 34156702 14 
10234657 10234756 14 
07324156 70324156 14 
37420156 30427156 14 
37120654 30127654 14 
37124605 30124675 14 
52073461 72053461 14 
26073451 26053471 14 
26053417 26053471 14 
23460517 23460571 14 
27453160 23457160 14 
23754160 23457160 14 
43570261 73540261 14 
57043261 53047261 14 
57243160 53247160 14 
53742160 53247160 14 
57240136 53240176 14 
53270146 53240176 14 
25760431 75260431 14 
65270431 75260431 14 
57263410 53267410 14 
53762410 53267410 14 
65230417 65230471 14 
27036451 26037451 14 
67340251 76340251 14 
46370251 76340251 14 
37246150 36247150 14 
36742150 36247150 14 
23756410 73256410 14 
53276410 73256410 14 
67352410 76352410 14 
56372410 76352410 14 
36472510 36452710 14 
36452017 36452710 14 
56370214 76350214 14 
02453167 02453761 14 
02371456 02351476 14 
67302451 76302451 14 
36702451 76302451 14 
57240361 50247361 14 
57340162 50347162 14 
50743162 50347162 14 
57342106 50342176 14 
65372401 75362401 14 
43762501 73462501 14 
63472501 73462501 14 
32461507 32467501 14 
30472615 30462715 14 
53472106 73452106 14 
07432156 70432156 14 
40732156 70432156 14 
30712456 30412756 14 
30412657 30412756 14 
12753406 72153406 14 
52173406 72153406 14 
20173456 20153476 14 
57143206 53147206 14 
53146207 53147206 14 
57243601 53247601 14 
53742601 53247601 14 
57241630 53241670 14 
53271640 53241670 14 
57203461 53207461 14 
53702461 53207461 14 
12356407 12357406 14 
10372456 10352476 14 
31402567 31402576 14 
31754602 31457602 14 
17356204 71356204 14 
51376204 71356204 14 
31654207 31657204 14 
37206514 31206574 14 
31206547 31206574 14 
31746250 31246750 14 
05741236 05241736 14 
20736154 20136754 14 
20176354 20136754 14 
40721356 70421356 14 
01743256 01347256 14 
01346257 01347256 14 
05371246 05341276 14 
05341267 05341276 14 
40321657 40321756 14 
40351267 40351276 14 
13740256 73140256 14 
35140267 35140276 14 
30746152 30146752 14 
23740651 73240651 14 
43270651 73240651 14 
35270641 35240671 14 
35240617 35240671 14 
07342651 70342651 14 
40372651 70342651 14 
30642157 30642751 14 
12573604 12563704 14 
12563407 12563704 14 
62753104 62153704 14 
62153407 62153704 14 
67103524 62103574 14 
62103547 62103574 14 
27463105 23467105 14 
23465107 23467105 14 
13724605 73124605 14 
27104635 23104675 14 
12764530 72164530 14 
62174530 72164530 14 
24761530 24167530 14 
30521647 30521674 14 
57123604 53127604 14 
53621407 53621704 14 
62573401 72563401 14 
23475601 23465701 14 
52761430 72561430 14 
23741560 23541760 14 
23541067 23541760 14 
57601234 53601274 14 
53601247 53601274 14 
56173204 76153204 14 
60173254 60153274 14 
60153247 60153274 14 
63754102 63154702 14 
67154230 63154270 14 
63174250 63154270 14 
26753401 76253401 14 
56273401 76253401 14 
60273451 60253471 14 
60253417 60253471 14 
53672401 73652401 14 
63452107 63452701 14 
61752430 61257430 14 
23761450 73261450 14 
63741250 63241750 14 
17364520 12364570 14 
17652304 71652304 14 
51672304 71652304 14 
67351402 61357402 14 
61753402 61357402 14 
61372450 61352470 14 
36702514 76302514 14 
62703514 62307514 14 
61703542 61307542 14 
10572634 10532674 14 
51632407 51632704 14 
37501642 31507642 14 
17365402 71365402 14 
61375402 71365402 14 
63572410 73562410 14 
31742560 31542760 14 
14763205 14367205 14 
14365207 14367205 14 
61324507 61324705 14 
67304215 61304275 14 
10274635 10234675 14 
27463510 23467510 14 
23564017 23564710 14 
63754210 63254710 14 
63214507 63214570 14 
47362510 74362510 14 
64372510 74362510 14 
62073541 72063541 14 
24073561 24063571 14 
23071645 23061745 14 
37520641 73520641 14 
53720641 73520641 14 
27563140 23567140 14 
23765140 23567140 14 
53670241 73650241 14 
67253140 63257140 14 
63752140 63257140 14 
60742531 60247531 14 
67243510 63247510 14 
63742510 63247510 14 
63740215 63240715 14 
63270415 63240715 14 
24031567 24037561 14 
47350261 74350261 14 
37254160 34257160 14 
34752160 34257160 14 
34270156 34250176 14 
02573641 02563741 14 
02563147 02563741 14 
02371645 02361745 14 
60753142 60357142 14 
67352104 60352174 14 
46372501 76342501 14 
62743501 62347501 14 
62341507 62347501 14 
60743512 60347512 14 
60742315 60342715 14 
63570142 73560142 14 
34560127 34560172 14 
07365142 70365142 14 
60375142 70365142 14 
53762104 73562104 14 
63572104 73562104 14 
32765104 32567104 14 
61073245 71063245 14 
04371652 04361752 14 
07621345 70621345 14 
67320541 60327541 14 
60723541 60327541 14 
36741205 76341205 14 
61743205 61347205 14 
61345207 61347205 14 
60743251 60347251 14 
60741352 60341752 14 
13065247 13067245 14 
13270645 13260745 14 
63140257 63140275 14 
07135642 70135642 14 
10735642 70135642 14 
37145602 30145672 14 
30145627 30145672 14 
13765204 73165204 14 
63175204 73165204 14 
04271356 04231756 14 
24170635 24130675 14 
24130657 24130675 14 
20175346 20135746 14 
27135604 20135674 14 
20175634 20135674 14 
27641305 20641375 14 
20641357 20641375 14 
27143605 23147605 14 
23145607 23147605 14 
23641507 23641705 14 
17342605 71342605 14 
31672405 31642705 14 
31642507 31642705 14 
37245610 31245670 14 
12704635 12604735 14 
12674035 12604735 14 
17604523 12604573 14 
12674503 12604573 14 
63712504 73612504 14 
17603542 13607542 14 
13706542 13607542 14 
13702645 13602745 14 
13672045 13602745 14 
12765034 12567034 14 
56732014 76532014 14 
36572014 76532014 14 
62534017 62537014 14 
67531042 61537042 14 
61572340 61532740 14 
17605432 71605432 14 
56702413 76502413 14 
62705413 62507413 14 
62503417 62507413 14 
17562403 71562403 14 
51762403 71562403 14 
61742503 61542703 14 
61542307 61542703 14 
21064537 21064735 14 
61734250 61234750 14 
64572013 64502713 14 
64703215 64203715 14 
14263507 14267503 14 
10264537 10264573 14 
61453207 61457203 14 
67254310 61254370 14 
26573041 26503741 14 
26503147 26503741 14 
07243561 06243571 14 
06243517 06243571 14 
47263501 74263501 14 
64753201 64253701 14 
64253107 64253701 14 
32706541 32607541 14 
32601547 32607541 14 
07642531 03642571 14 
03642517 03642571 14 
37562041 73562041 14 
53762041 73562041 14 
67542031 63542071 14 
63542017 63542071 14 
67503142 63507142 14 
63705142 63507142 14 
31706245 31607245 14 
31605247 31607245 14 
34671205 34601275 14 
34601257 34601275 14 
03721645 03621745 14 
03621547 03621745 14 
07641235 03641275 14 
03641257 03641275 14 
06173245 76103245 14 
64173205 64103275 14 
63175042 63105742 14 
27163045 23167045 14 
23165047 23167045 14 
61742035 61247035 14 
61245037 61247035 14 
67243051 63247051 14 
63742051 63247051 14 
27516034 72516034 14 
52716034 72516034 14 
17536024 12536074 14 
07652134 02657134 14 
02654137 02657134 14 
07156423 02156473 14 
02176453 02156473 14 
10736524 70136524 14 
30176524 70136524 14 
17623504 13627504 14 
13624507 13627504 14 
13576204 13526704 14 
13526407 13526704 14 
53276104 73256104 14 
27653104 23657104 14 
02173546 72103546 14 
24173506 24103576 14 
03276145 73206145 14 
27603145 23607145 14 
23605147 23607145 14 
13726045 73126045 14 
27146035 23146075 14 
23146057 23146075 14 
64702135 64207135 14 
64205137 64207135 14 
63204157 63204175 14 
02476135 72406135 14 
23406157 23406175 14 
27405163 26405173 14 
27136054 26137054 14 
26174350 26134750 14 
02754163 02154763 14 
02154367 02154763 14 
07164523 02164573 14 
02164537 02164573 14 
24571063 24501763 14 
24703165 24103765 14 
64721503 64127503 14 
64123507 64127503 14 
16524307 16524703 14 
56274103 76254103 14 
26453107 26457103 14 
27156304 26157304 14 
27154360 26154370 14 
61724530 61524730 14 
61574230 61524730 14 
67524013 61524073 14 
61574023 61524073 14 
37561024 73561024 14 
53761024 73561024 14 
63701524 63501724 14 
67523041 63527041 14 
63725041 63527041 14 
63571240 63521740 14 
25176034 75126034 14 
53176024 53126074 14 
53126047 53126074 14 
56724130 56124730 14 
56174230 56124730 14 
57124063 56124073 14 
56174023 56124073 14 
52134067 52137064 14 
52736041 72536041 14 
32576041 72536041 14 
67235041 76235041 14 
36275041 76235041 14 
57602431 52607431 14 
52476031 52406731 14 
52406137 52406731 14 
37526401 73526401 14 
53726401 73526401 14 
23546107 23546701 14 
23705416 23507416 14 
23706514 23506714 14 
23576014 23506714 14 
65702431 65207431 14 
63205417 63205471 14 
67425031 76425031 14 
46725031 76425031 14 
27435061 26435071 14 
57102463 52107463 14 
52103467 52107463 14 
52471063 52401763 14 
02741563 02541763 14 
61725403 61527403 14 
61523407 61527403 14 
60571423 60521473 14 
56123407 56127403 14 
56471203 56421703 14 
56421307 56421703 14 
26143507 26147503 14 
26745301 26547301 14 
13670254 13650274 14 
13650247 13650274 14 
57630214 51630274 14 
51630247 51630274 14 
67250413 61250473 14 
61270453 61250473 14 
51674032 71654032 14 
67451032 61457032 14 
61452037 61457032 14 
61034527 61034572 14 
37621054 73621054 14 
67123054 63127054 14 
67023451 63027451 14 
63720451 63027451 14 
64073251 64053271 14 
37651042 73651042 14 
53671042 73651042 14 
67153042 63157042 14 
25076431 75026431 14 
53076421 53026471 14 
53026417 53026471 14 
25071463 75021463 14 
51720463 51027463 14 
67051423 76051423 14 
56741023 56041723 14 
56041327 56041723 14 
35076241 75036241 14 
67530241 76530241 14 
36570241 76530241 14 
56270341 56230741 14 
36571042 76531042 14 
57136042 56137042 14 
57041362 56041372 14 
10754632 10654732 14 
10674532 10654732 14 
10752436 10257436 14 
10276453 10256473 14 
07526134 70526134 14 
57620134 50627134 14 
35176204 75136204 14 
56134207 56137204 14 
50176342 50136742 14 
35106247 35106274 14 
17603254 13607254 14 
07623154 03627154 14 
03624157 03627154 14 
10753246 70153246 14 
50173246 70153246 14 
04173256 04153276 14 
53076142 73056142 14 
07653142 03657142 14 
37106542 73106542 14 
03146527 03146572 14 
64750132 64057132 14 
63054127 63054172 14 
56714032 56014732 14 
56014237 56014732 14 
57034162 56034172 14 
56034127 56034172 14 
50476132 70456132 14 
03476152 03456172 14 
03456127 03456172 14 
64701532 64107532 14 
64102537 64107532 14 
63104527 63104572 14 
17450263 10457263 14 
10254367 10254763 14 
47051263 74051263 14 
54071263 74051263 14 
04251367 04251763 14 
67024153 76024153 14 
07426153 06427153 14 
06423157 06427153 14 
52670431 72650431 14 
23670451 23650471 14 
57640231 50647231 14 
50641237 50647231 14 
50742136 50247136 14 
57246103 50246173 14 
25736401 75236401 14 
35276401 75236401 14 
56732401 56237401 14 
35206417 35206471 14 
27603451 23607451 14 
23476051 23406751 14 
07643251 03647251 14 
07243156 03247156 14 
03742156 03247156 14 
07246135 03246175 14 
50273416 70253416 14 
53076214 73056214 14 
07653214 03657214 14 
62470531 62450731 14 
62450137 62450731 14 
62071453 62051473 14 
37062451 73062451 14 
63042157 63042751 14 
57246031 56247031 14 
56241037 56247031 14 
57046132 56047132 14 
56740132 56047132 14 
57042163 56042173 14 
56072143 56042173 14 
56730412 56037412 14 
62401537 62407531 14 
63402517 63402571 14 
40752163 70452163 14 
50472163 70452163 14 
67402153 76402153 14 
40571263 70541263 14 
57140263 50147263 14 
50143267 50147263 14 
57241306 50241376 14 
25761403 75261403 14 
51742063 51042763 14 
51042367 51042763 14 
01462537 01462573 14 
17203456 71203456 14 
01243657 01243756 14 
61472053 61402753 14 
67203415 61203475 14 
61273405 61203475 14 
65741203 65241703 14 
65241307 65241703 14 
65701234 65201734 14 
65271034 65201734 14 
12706453 72106453 14 
25176403 25106473 14 
25106437 25106473 14 
26703154 26103754 14 
26173054 26103754 14 
26173405 26103475 14 
61740253 61047253 14 
61043257 61047253 14 
65041237 65041273 14 
46021357 46021753 14 
10746253 70146253 14 
05176243 05146273 14 
05146237 05146273 14 
06743152 06143752 14 
06173452 06143752 14 
07143265 06143275 14 
32650147 32650741 14 
37640521 32640571 14 
32640517 32640571 14 
64720531 74620531 14 
24750631 24650731 14 
24650137 24650731 14 
27634510 24637510 14 
24670315 24630715 14 
57620341 50627341 14 
50326147 50326741 14 
52746301 72546301 14 
20746513 20546713 14 
20576413 20546713 14 
52730146 72530146 14 
24570136 24530176 14 
32576104 72536104 14 
26735104 26537104 14 
20516437 20516734 14 
57346201 50346271 14 
50346217 50346271 14 
34670251 34650271 14 
30671542 30651742 14 
23750146 73250146 14 
07352146 70352146 14 
30152647 30152746 14 
36752104 36257104 14 
36254107 36257104 14 
30716254 30216754 14 
27643501 23647501 14 
36572401 36542701 14 
36542107 36542701 14 
23740516 73240516 14 
31240567 31240576 14 
07346215 70346215 14 
37640215 30647215 14 
30645217 30647215 14 
67532140 62537140 14 
62735140 62537140 14 
67530124 62530174 14 
27631045 72631045 14 
32671045 72631045 14 
27061345 72061345 14 
67041325 62041375 14 
62041357 62041375 14 
61730524 61037524 14 
42760531 42067531 14 
42061537 42067531 14 
43062517 43062571 14 
47652031 74652031 14 
67254031 64257031 14 
64251037 64257031 14 
67052143 64052173 14 
47630512 74630512 14 
64570312 64530712 14 
64530217 64530712 14 
62753041 62357041 14 
62351047 62357041 14 
64372051 64352071 14 
64352017 64352071 14 
57342061 56342071 14 
56342017 56342071 14 
23756041 73256041 14 
53276041 73256041 14 
34056127 34056172 14 
67032154 76032154 14 
36012457 36012754 14 
03542167 03542761 14 
43752061 43052761 14 
43052167 43052761 14 
37041526 32041576 14 
32071546 32041576 14 
03746512 73046512 14 
43076512 73046512 14 
46370512 76340512 14 
36570412 36540712 14 
36540217 36540712 14 
37246015 36247015 14 
36245017 36247015 14 
37012465 36012475 14 
62375041 62305741 14 
62305147 62305741 14 
47562301 74562301 14 
54762301 74562301 14 
64532107 64532701 14 
67504312 64507312 14 
25706341 75206341 14 
57306142 56307142 14 
56703142 56307142 14 
57302164 56302174 14 
27045361 72045361 14 
02345167 02345761 14 
07541326 02541376 14 
50746312 70546312 14 
01546327 01546372 14 
06375412 06345712 14 
06345217 06345712 14 
46072513 76042513 14 
57630142 50637142 14 
30716542 30516742 14 
30516247 30516742 14 
37546102 30546172 14 
30546127 30546172 14 
47506132 74506132 14 
54706132 74506132 14 
07534126 04537126 14 
04735126 04537126 14 
65730142 65037142 14 
65032147 65037142 14 
64035127 64035172 14 
36715042 36015742 14 
37045162 36045172 14 
36045127 36045172 14 
32075164 72035164 14 
62705134 62507134 14 
62504137 62507134 14 
57206134 56207134 14 
56204137 56207134 14 
14630257 14630275 14 
31720645 31620745 14 
31620547 31620745 14 
31640257 31640275 14 
67240315 61240375 14 
61240357 61240375 14 
17635042 71635042 14 
31675042 71635042 14 
36075214 76035214 14 
65730214 65037214 14 
41760235 41067235 14 
43061257 43061275 14 
64071523 64021573 14 
64270351 64230751 14 
47631052 74631052 14 
34671052 74631052 14 
64051327 64051372 14 
61723045 61327045 14 
61325047 61327045 14 
64371025 64321075 14 
64321057 64321075 14 
34176025 34126075 14 
34126057 34126075 14 
36725140 36125740 14 
36175240 36125740 14 
37125064 36125074 14 
36175024 36125074 14 
03726541 73026541 14 
23076541 73026541 14 
26370541 76320541 14 
36520147 36520741 14 
03145267 03147265 14 
17340265 71340265 14 
35046217 35046271 14 
67341052 76341052 14 
37146052 36147052 14 
10675342 10635742 14 
17635204 10635274 14 
10675234 10635274 14 
07326145 70326145 14 
37620145 30627145 14 
30625147 30627145 14 
30721546 30127546 14 
13746205 73146205 14 
36145207 36147205 14 
47026135 74026135 14 
07624135 04627135 14 
34071256 74031256 14 
47036152 74036152 14 
07634152 04637152 14 
04632157 04637152 14 
14706352 74106352 14 
04156327 04156372 14 
65701342 65107342 14 
64175302 64105372 14 
64105327 64105372 14 
05741362 05147362 14 
05142367 05147362 14 
07146325 06147325 14 
06741325 06147325 14 
06745123 06145723 14 
05734162 05134762 14 
17506234 16507234 14 
67025134 76025134 14 
12605347 12607345 14 
07642315 01642375 14 
01675243 71605243 14 
61503247 61507243 14 
67245013 61245073 14 
26705314 76205314 14 
65702314 65207314 14 
65204317 65207314 14 
47631205 74631205 14 
65274301 65204371 14 
47602351 74602351 14 
64302157 64302751 14 
47261053 74261053 14 
24761053 74261053 14 
67251043 64251073 14 
12376045 12306745 14 
02146357 02146375 14 
27104356 24107356 14 
24701356 24107356 14 
24176053 24106753 14 
67205143 76205143 14 
67125043 76125043 14 
16725043 76125043 14 
27145063 26145073 14 
26145037 26145073 14 
67125304 76125304 14 
16725304 76125304 14 
21743065 21347065 14 
21345067 21347065 14 
27346051 26347051 14 
26743051 26347051 14 
26371450 26341750 14 
02376541 72306541 14 
20745163 20145763 14 
20175463 20145763 14 
27145306 20145376 14 
20743561 20347561 14 
20371546 20341576 14 
01743562 01347562 14 
17045263 71045263 14 
01543267 01547263 14 
05742316 05247316 14 
27640351 20647351 14 
20376451 20346751 14 
20346157 20346751 14 
47256301 40256371 14 
05236147 05236741 14 
05746213 05246713 14 
05276413 05246713 14 
62740351 62047351 14 
65042317 65042371 14 
46732051 46032751 14 
46032157 46032751 14 
47052361 46052371 14 
46052317 46052371 14 
07346152 06347152 14 
07342165 06342175 14 
26715340 26517340 14 
26710543 26510743 14 
56012347 56012374 14 
52074163 52014763 14 
57014326 52014376 14 
57312460 52317460 14 
52713460 52317460 14 
57310426 52310476 14 
57061324 51067324 14 
51370624 51360724 14 
61530427 61530724 14 
61520347 61520374 14 
60175324 70165324 14 
10375624 10365724 14 
10365427 10365724 14 
10764523 10564723 14 
17564302 10564372 14 
62175340 72165340 14 
12375640 12365740 14 
27510643 72510643 14 
52710643 72510643 14 
17540623 12540673 14 
57231460 51237460 14 
51472360 51432760 14 
67512430 76512430 14 
56712430 76512430 14 
16742530 16542730 14 
25731460 25137460 14 
26175430 26135470 14 
32145067 32145760 14 
37165420 32165470 14 
32165407 32165470 14 
42715360 72415360 14 
17465320 12465370 14 
51430627 51430726 14 
31740526 31540726 14 
07135426 70135426 14 
10435627 10435726 14 
10576324 10536724 14 
10576432 10536472 14 
23570416 23510476 14 
52016437 52017436 14 
52410637 52410736 14 
17542630 12547630 14 
12745630 12547630 14 
24735160 24135760 14 
27135046 24135076 14 
37402165 32407165 14 
32405167 32407165 14 
13764025 73164025 14 
37162054 32167054 14 
32764150 32164750 14 
67412035 76412035 14 
15734026 15437026 14 
27415036 72415036 14 
27016354 26017354 14 
10472365 70412365 14 
02715463 02415763 14 
02475163 02415763 14 
07364125 02364175 14 
02364157 02364175 14 
61734025 61034725 14 
47160325 74160325 14 
14370625 14360725 14 
27164053 72164053 14 
62174053 72164053 14 
17462053 12467053 14 
12463057 12467053 14 
27014653 72014653 14 
02714653 72014653 14 
40136527 40137526 14 
34750126 34150726 14 
34150627 34150726 14 
54710326 74510326 14 
17520346 14520376 14 
14520367 14520376 14 
14735620 14537620 14 
14570632 14530672 14 
47136025 74136025 14 
17634025 14637025 14 
14635027 14637025 14 
04716325 74016325 14 
24510637 24510736 14 
27016543 24016573 14 
24076513 24016573 14 
40712536 70412536 14 
03412567 03412576 14 
02716435 02416735 14 
52704136 72504136 14 
02715634 02517634 14 
24751036 24157036 14 
57134026 52134076 14 
13472056 13452076 14 
17456023 12456073 14 
12476053 12456073 14 
14750623 14057623 14 
14053627 14057623 14 
23610547 23610574 14 
17630524 12630574 14 
52760134 72560134 14 
62715430 62517430 14 
67510423 62510473 14 
62570413 62510473 14 
62415037 62417035 14 
27064135 72064135 14 
02764135 72064135 14 
67034125 62034175 14 
62034157 62034175 14 
64710523 64017523 14 
64013527 64017523 14 
62754013 62054713 14 
06713542 76013542 14 
16073542 76013542 14 
37610542 73610542 14 
13670542 73610542 14 
63510247 63510742 14 
37612045 73612045 14 
67213045 63217045 14 
63215047 63217045 14 
03762145 73062145 14 
67042135 63042175 14 
50716432 70516432 14 
03576412 03516472 14 
03516427 03516472 14 
50712463 70512463 14 
10572463 70512463 14 
02513467 02517463 14 
27651034 72651034 14 
62754130 62154730 14 
67154023 62154073 14 
63702154 63102754 14 
63102457 63102754 14 
56172403 56102473 14 
35172064 75132064 14 
56732140 56132740 14 
56172340 56132740 14 
57236014 51236074 14 
51236047 51236074 14 
37216054 73216054 14 
23716054 73216054 14 
17253046 13257046 14 
37016452 73016452 14 
03716452 73016452 14 
13746052 13046752 14 
